0,country,groups,deviceid,device,sellerid,itemid,date,views,clicks,revenue,Row Labels,Sum of clicks,Sum of revenue,Count of 0
1608,CN,treatment,17288,Android,155,2555,5/18/17,2,0,0,,,,
4280,US,treatment,17290,Android,434,1954,5/18/17,6,0,0,,,,
7894,CN,treatment,17294,Ios,415,1550,5/18/17,11,1,0,,,,
3961,US,control,17307,Web,429,1328,5/18/17,2,0,0,,,,
8213,US,control,17308,Ios,135,1861,5/18/17,6,0,0,,,,
7177,GB,treatment,17310,Web,478,1289,5/18/17,10,2,0,,,,
6190,GB,control,17316,Android,280,2605,5/18/17,12,4,0,,,,
4947,CN,treatment,17333,Other,304,2804,5/18/17,5,2,72.82568286,,,,
3674,GB,control,17341,Ios,386,1216,5/18/17,9,3,0,,,,
6416,CN,control,17349,Ios,493,2781,5/18/17,7,2,85.56831818,,,,
7837,CN,treatment,17362,Web,129,1781,5/18/17,7,3,0,,,,
8325,CA,treatment,17364,Android,481,1865,5/18/17,7,1,0,,,,
5755,CN,treatment,17380,Ios,464,1549,5/18/17,10,2,0,,,,
5463,US,treatment,17381,Android,201,2491,5/18/17,4,0,0,,,,
5314,GB,treatment,17383,Ios,457,1666,5/18/17,5,3,102.4930653,,,,
2231,CN,treatment,17385,Android,370,2442,5/18/17,3,1,81.51286982,,,,
3829,US,treatment,17386,Ios,459,2312,5/18/17,7,0,0,,,,
2460,US,treatment,17400,Android,211,2863,5/18/17,4,1,0,,,,
4249,CA,control,17403,Android,415,2050,5/18/17,3,1,0,,,,
3344,CN,control,17405,Ios,328,2577,5/18/17,4,1,0,,,,
4963,US,control,17407,Ios,260,1090,5/18/17,4,0,0,,,,
7349,US,treatment,17437,Other,472,2059,5/18/17,9,3,0,,,,
7179,GB,treatment,17449,Android,331,1932,5/18/17,11,1,0,,,,
7630,US,control,17461,Web,268,2821,5/18/17,10,2,0,,,,
5547,US,control,17472,Ios,477,1032,5/18/17,8,3,0,,,,
1339,CA,treatment,17487,Ios,138,1955,5/18/17,4,1,0,,,,
7406,US,treatment,17488,Ios,318,1354,5/18/17,3,0,0,,,,
3708,GB,treatment,17495,Ios,185,1929,5/18/17,4,1,0,,,,
6897,US,control,17504,Android,485,2500,5/18/17,5,2,0,,,,
4173,CN,treatment,17508,Ios,479,2628,5/18/17,8,2,0,,,,
3598,US,treatment,17509,Ios,192,2840,5/18/17,7,0,0,,,,
9520,US,treatment,17519,Android,453,1557,5/18/17,8,1,0,,,,
4312,CA,treatment,17522,Ios,177,1002,5/18/17,2,1,0,,,,
8598,CN,control,17528,Other,441,2787,5/18/17,3,1,0,,,,
9347,GB,treatment,17539,Android,234,1735,5/18/17,8,0,0,,,,
5342,US,treatment,17541,Other,351,2331,5/18/17,6,0,0,,,,
5681,GB,treatment,17545,Web,296,1163,5/18/17,5,3,0,,,,
9159,CA,treatment,17569,Android,278,2144,5/18/17,2,0,0,,,,
1730,US,control,17571,Android,478,1375,5/18/17,5,0,0,,,,
6976,CN,treatment,17582,Other,347,2870,5/18/17,3,0,0,,,,
5345,CA,control,17599,Ios,328,2308,5/18/17,6,1,0,,,,
5925,GB,treatment,17607,Web,447,1396,5/18/17,12,3,0,,,,
1931,CA,control,17612,Web,353,2672,5/18/17,9,3,0,,,,
8356,US,treatment,17617,Web,348,2739,5/18/17,2,1,0,,,,
1185,US,treatment,17624,Web,117,1502,5/18/17,7,4,228.1778183,,,,
1450,GB,treatment,17631,Ios,372,2742,5/18/17,5,2,0,,,,
2329,CN,treatment,17636,Android,447,2272,5/18/17,6,0,0,,,,
6143,US,treatment,17640,Ios,378,1032,5/18/17,8,5,67.29133223,,,,
6446,US,control,17641,Other,191,2876,5/18/17,2,0,0,,,,
1710,GB,treatment,17644,Ios,407,1310,5/18/17,10,1,0,,,,
8513,US,control,17646,Web,179,1036,5/18/17,6,0,0,,,,
7569,CA,treatment,17649,Web,312,2967,5/18/17,11,1,0,,,,
7015,CN,treatment,17650,Web,223,2027,5/18/17,7,1,0,,,,
1453,US,control,17652,Other,376,2928,5/18/17,4,1,0,,,,
8211,US,treatment,17654,Other,417,1524,5/18/17,7,1,107.8474307,,,,
9674,CN,control,17658,Web,339,2880,5/18/17,3,0,0,,,,
2495,US,control,17664,Ios,377,2390,5/18/17,8,2,0,,,,
6415,CN,treatment,17679,Ios,234,1210,5/18/17,5,1,0,,,,
4422,US,treatment,17686,Android,226,1526,5/18/17,5,2,0,,,,
3319,US,control,17709,Web,292,2225,5/18/17,2,1,0,,,,
8888,GB,control,17714,Other,357,2741,5/18/17,8,1,101.5829734,,,,
5620,CN,control,17730,Web,413,2145,5/18/17,7,3,0,,,,
9344,US,control,17744,Web,321,2050,5/18/17,7,3,0,,,,
8572,CA,treatment,17750,Web,105,2838,5/18/17,6,1,0,,,,
6202,GB,treatment,17753,Android,243,1066,5/18/17,5,2,0,,,,
3345,CN,control,17755,Ios,414,1047,5/18/17,11,5,0,,,,
8761,GB,treatment,17762,Ios,119,2432,5/18/17,9,3,0,,,,
6031,GB,control,17783,Android,203,1114,5/18/17,10,4,0,,,,
7989,US,control,17784,Other,295,2913,5/18/17,11,2,0,,,,
5394,CN,control,17785,Web,391,2444,5/18/17,3,0,0,,,,
9832,US,control,17789,Ios,344,2467,5/18/17,5,2,0,,,,
5896,CA,control,17791,Other,184,1071,5/18/17,6,2,109.0514149,,,,
2241,CA,treatment,17795,Web,458,2590,5/18/17,3,0,0,,,,
2330,US,treatment,17796,Ios,125,2074,5/18/17,8,0,0,,,,
9458,US,treatment,17813,Android,131,1904,5/18/17,9,3,0,,,,
2123,CN,control,17829,Ios,490,1921,5/18/17,9,3,0,,,,
1298,CA,control,17830,Web,162,2419,5/18/17,16,3,106.8415411,,,,
4450,GB,control,17843,Android,137,2592,5/18/17,6,2,90.81242921,,,,
8663,CN,control,17847,Web,350,2417,5/18/17,4,0,0,,,,
8446,GB,treatment,17848,Other,104,1190,5/18/17,5,4,0,,,,
8664,CA,control,17852,Web,299,1588,5/18/17,6,1,0,,,,
7120,CA,control,17863,Android,376,1468,5/18/17,5,2,0,,,,
6986,US,treatment,17875,Android,345,1209,5/18/17,5,2,119.0144128,,,,
2518,CN,treatment,17884,Web,442,1753,5/18/17,6,2,0,,,,
3323,GB,control,17897,Other,471,1388,5/18/17,9,3,0,,,,
2059,GB,treatment,17898,Android,223,1131,5/18/17,5,1,0,,,,
2882,CA,control,17902,Web,483,2015,5/18/17,6,1,0,,,,
9971,US,treatment,17907,Ios,475,1341,5/18/17,9,3,0,,,,
8946,CA,treatment,17913,Android,423,1310,5/18/17,3,0,0,,,,
6830,US,treatment,17942,Ios,356,2430,5/18/17,7,0,0,,,,
3209,CA,treatment,17948,Other,482,2107,5/18/17,3,2,0,,,,
6895,CN,treatment,17950,Other,357,1089,5/18/17,3,0,0,,,,
2333,US,control,17960,Ios,297,2158,5/18/17,7,1,0,,,,
1533,CA,treatment,17981,Ios,266,1893,5/18/17,2,1,0,,,,
9910,US,control,17983,Ios,492,2005,5/18/17,2,0,0,,,,
9423,US,treatment,17986,Ios,401,1374,5/18/17,5,1,0,,,,
2149,GB,control,18001,Android,102,2407,5/18/17,9,1,0,,,,
5768,CA,treatment,18005,Web,364,1730,5/18/17,10,1,0,,,,
5604,US,control,18021,Web,378,2748,5/18/17,4,0,0,,,,
6654,GB,control,18044,Other,258,2652,5/18/17,9,2,0,,,,
2487,US,treatment,18068,Ios,448,2241,5/18/17,7,2,0,,,,
8860,GB,control,18094,Android,315,1829,5/18/17,5,1,0,,,,
5322,CN,control,18099,Android,425,2256,5/18/17,6,1,0,,,,
1119,US,treatment,18102,Android,363,2920,5/18/17,5,0,0,,,,
8947,GB,treatment,18103,Android,241,2295,5/18/17,7,0,0,,,,
8896,US,control,18123,Web,150,2136,5/18/17,4,0,0,,,,
8112,GB,treatment,18130,Web,392,1653,5/18/17,6,1,0,,,,
1394,GB,treatment,18132,Other,271,1966,5/18/17,5,0,0,,,,
2642,US,control,18167,Other,472,2760,5/18/17,2,0,0,,,,
1579,US,treatment,18173,Web,449,2277,5/18/17,9,1,0,,,,
6341,CN,treatment,18181,Android,117,1508,5/18/17,11,1,0,,,,
9865,US,treatment,18205,Web,309,1990,5/18/17,9,4,0,,,,
3032,CN,control,18206,Android,235,1522,5/18/17,5,2,0,,,,
4879,GB,treatment,18209,Web,426,2746,5/18/17,3,2,0,,,,
7870,US,control,18210,Android,500,2262,5/18/17,4,0,0,,,,
9831,US,treatment,18246,Android,347,2458,5/18/17,5,0,0,,,,
2929,CN,treatment,18260,Android,397,2771,5/18/17,4,1,0,,,,
5187,US,treatment,18266,Android,227,1540,5/18/17,6,1,0,,,,
1906,CA,control,18270,Android,405,2431,5/18/17,3,0,0,,,,
4078,GB,control,18271,Android,366,1530,5/18/17,10,2,0,,,,
5290,CN,treatment,18277,Other,248,1150,5/18/17,4,1,0,,,,
5943,US,treatment,18280,Ios,353,1847,5/18/17,2,0,0,,,,
6841,US,control,18286,Ios,118,2773,5/18/17,2,1,0,,,,
7247,US,control,18297,Ios,357,2433,5/18/17,11,4,0,,,,
2364,GB,treatment,18301,Web,436,2485,5/18/17,4,0,0,,,,
7607,US,control,18304,Android,388,2584,5/18/17,9,1,0,,,,
4562,CA,treatment,18306,Other,148,2430,5/18/17,3,1,103.2241992,,,,
9732,US,treatment,18308,Ios,218,1367,5/18/17,6,1,0,,,,
7282,US,control,18322,Web,256,1955,5/18/17,8,2,0,,,,
8109,US,control,18335,Web,359,2415,5/18/17,8,1,93.09489907,,,,
2674,CA,control,18336,Web,155,1876,5/18/17,7,2,0,,,,
7167,CN,treatment,18346,Ios,196,1945,5/18/17,6,3,72.43298559,,,,
7297,GB,treatment,18367,Ios,272,1946,5/18/17,4,1,98.19125301,,,,
7142,US,control,18392,Web,340,2626,5/18/17,6,0,0,,,,
7780,US,control,18394,Android,404,1392,5/18/17,3,0,0,,,,
3793,CN,control,18396,Android,360,1057,5/18/17,8,2,0,,,,
7026,CA,control,18399,Web,248,2464,5/18/17,3,0,0,,,,
2163,GB,treatment,18403,Ios,472,2209,5/18/17,8,2,0,,,,
5131,CA,treatment,18416,Android,177,2060,5/18/17,4,1,0,,,,
3604,CA,control,18422,Other,393,2522,5/18/17,11,3,0,,,,
8627,GB,treatment,18423,Ios,239,2891,5/18/17,3,2,0,,,,
4549,GB,treatment,18443,Web,215,1531,5/18/17,7,1,0,,,,
9699,GB,control,18455,Android,260,2784,5/18/17,7,0,0,,,,
1690,CA,treatment,18465,Ios,170,2997,5/18/17,7,1,0,,,,
NA,US,treatment,18469,Android,443,2768,5/18/17,5,1,0,,,,
7958,CN,control,18476,Ios,343,1306,5/18/17,6,2,122.0033413,,,,
4708,US,control,18485,Android,241,1170,5/18/17,5,0,0,,,,
8841,CA,control,18486,Android,244,1040,5/18/17,5,1,0,,,,
9195,GB,treatment,18489,Android,318,1522,5/18/17,4,0,0,,,,
4452,US,control,18493,Android,108,1056,5/18/17,4,0,0,,,,
7064,US,treatment,18495,Android,286,2652,5/18/17,6,2,0,,,,
7110,US,treatment,18496,Web,466,1376,5/18/17,9,3,0,,,,
2429,US,treatment,18518,Ios,235,1047,5/18/17,10,3,97.79610695,,,,
5643,CA,treatment,18519,Web,275,1424,5/18/17,7,1,0,,,,
3967,GB,control,18534,Other,290,2212,5/18/17,8,2,0,,,,
1407,US,treatment,18556,Web,376,2393,5/18/17,3,0,0,,,,
7824,GB,treatment,18559,Ios,423,2093,5/18/17,3,0,0,,,,
1725,CN,treatment,18564,Web,124,2552,5/18/17,5,1,0,,,,
5876,US,treatment,18583,Web,349,2159,5/18/17,4,2,137.5400336,,,,
9745,CA,treatment,18593,Web,297,2056,5/18/17,10,0,0,,,,
2102,US,control,18623,Web,414,1660,5/18/17,9,1,0,,,,
1963,US,control,18644,Other,184,2247,5/18/17,9,1,0,,,,
2678,US,control,18647,Ios,421,2404,5/18/17,1,0,0,,,,
5571,CN,treatment,18653,Android,158,1460,5/18/17,7,1,0,,,,
3571,US,treatment,18672,Web,267,2842,5/18/17,4,1,0,,,,
4365,CN,control,18677,Android,342,2894,5/18/17,7,2,0,,,,
1667,US,treatment,18685,Web,241,1648,5/18/17,4,0,0,,,,
9847,CA,control,18694,Android,429,1712,5/18/17,4,1,0,,,,
5438,US,treatment,18699,Ios,177,2165,5/18/17,3,0,0,,,,
1602,US,control,18701,Ios,293,2698,5/18/17,14,3,99.27577725,,,,
3196,US,control,18710,Web,323,2547,5/18/17,10,3,0,,,,
7012,GB,treatment,18714,Ios,163,1777,5/18/17,7,0,0,,,,
4161,CN,control,18716,Ios,298,2619,5/18/17,9,3,0,,,,
6587,US,treatment,18725,Ios,413,2022,5/18/17,7,3,0,,,,
1506,CN,treatment,18731,Web,292,2981,5/18/17,2,0,0,,,,
4904,CA,control,18733,Android,264,1395,5/18/17,5,0,0,,,,
5508,CN,control,18737,Other,355,1372,5/18/17,5,0,0,,,,
3998,CA,control,18742,Web,205,1588,5/18/17,2,0,0,,,,
3058,US,control,18754,Other,394,2631,5/18/17,6,1,0,,,,
2074,GB,treatment,18760,Android,135,2953,5/18/17,6,0,0,,,,
3866,CN,treatment,18778,Android,332,1458,5/18/17,7,0,0,,,,
3592,GB,control,18784,Web,499,1634,5/18/17,6,2,0,,,,
NA,CA,control,18796,Other,469,2406,5/18/17,6,2,128.5909729,,,,
7098,CN,control,18798,Web,392,1470,5/18/17,6,0,0,,,,
6794,CA,control,18801,Web,326,1572,5/18/17,4,1,0,,,,
2838,CA,control,18808,Web,112,2043,5/18/17,3,0,0,,,,
3063,US,control,18814,Ios,261,1443,5/18/17,5,3,124.7747043,,,,
6915,CN,treatment,18821,Web,411,1930,5/18/17,5,2,0,,,,
1866,GB,control,18837,Android,307,2699,5/18/17,8,1,0,,,,
2160,CN,treatment,18840,Web,278,1904,5/18/17,8,1,0,,,,
6184,CA,control,18866,Other,400,1202,5/18/17,1,1,0,,,,
7219,CA,treatment,18887,Android,305,2528,5/18/17,3,1,0,,,,
1471,CN,treatment,18890,Other,459,2636,5/18/17,3,1,0,,,,
5583,GB,control,18898,Ios,125,1206,5/18/17,3,0,0,,,,
5749,CA,treatment,18906,Android,257,1310,5/18/17,7,3,0,,,,
6217,US,control,18945,Ios,247,1094,5/18/17,5,1,0,,,,
4014,CA,control,18946,Ios,440,1968,5/18/17,10,1,102.6926139,,,,
4966,US,treatment,18950,Web,397,2344,5/18/17,8,2,0,,,,
9727,GB,control,18957,Other,214,2769,5/18/17,6,4,0,,,,
8971,US,treatment,18969,Web,155,2295,5/18/17,6,1,0,,,,
6284,CN,treatment,18972,Ios,356,1628,5/18/17,5,2,0,,,,
3607,CN,control,18981,Android,293,1971,5/18/17,5,1,0,,,,
4187,CA,control,18985,Android,494,2026,5/18/17,5,1,0,,,,
4992,GB,treatment,18988,Web,499,1624,5/18/17,7,2,0,,,,
1126,CN,treatment,18990,Other,235,2736,5/18/17,2,0,0,,,,
3141,CA,control,18991,Ios,386,1531,5/18/17,5,0,0,,,,
8348,GB,control,19002,Android,432,1931,5/18/17,5,2,137.5971938,,,,
9051,US,treatment,19003,Other,269,2746,5/18/17,8,1,88.89573165,,,,
1564,US,control,19006,Other,210,1247,5/18/17,3,1,0,,,,
7641,CN,control,19029,Web,359,2878,5/18/17,6,0,0,,,,
8581,US,treatment,19031,Ios,417,1432,5/18/17,7,1,0,,,,
5859,US,control,19043,Ios,341,2079,5/18/17,9,1,0,,,,
3199,GB,control,19044,Web,470,1387,5/18/17,5,1,0,,,,
4067,CA,treatment,19054,Web,235,2325,5/18/17,3,1,0,,,,
1688,CN,treatment,19058,Web,176,1289,5/18/17,5,1,75.90754843,,,,
8477,US,control,19063,Other,114,2078,5/18/17,8,1,0,,,,
6287,CN,treatment,19066,Web,498,1660,5/18/17,2,0,0,,,,
8297,US,control,19083,Other,221,1419,5/18/17,8,1,0,,,,
8575,US,treatment,19088,Ios,416,1020,5/18/17,4,0,0,,,,
3694,GB,control,19093,Ios,175,1344,5/18/17,4,0,0,,,,
4461,US,control,19099,Android,417,1202,5/18/17,6,1,0,,,,
3704,US,control,19108,Other,445,2062,5/18/17,4,1,73.70680197,,,,
2699,US,treatment,19112,Android,361,1447,5/18/17,4,2,0,,,,
5801,US,control,19117,Web,462,1279,5/18/17,4,2,0,,,,
1315,US,treatment,19130,Android,178,2200,5/18/17,6,1,78.19165982,,,,
9513,CA,treatment,19145,Android,337,2032,5/18/17,5,2,0,,,,
3576,CN,control,19156,Web,185,2539,5/18/17,5,2,0,,,,
8416,US,control,19158,Ios,212,2887,5/18/17,3,0,0,,,,
8101,CN,control,19162,Web,386,2446,5/18/17,9,2,0,,,,
9767,CN,treatment,19170,Web,238,2114,5/18/17,8,1,0,,,,
4304,CA,control,19174,Other,256,1697,5/18/17,6,0,0,,,,
8239,US,control,19190,Android,184,2919,5/18/17,5,0,0,,,,
3178,US,control,19202,Android,387,2945,5/18/17,4,0,0,,,,
9722,CN,control,19214,Android,159,2908,5/18/17,5,1,0,,,,
8936,GB,treatment,19217,Web,177,2413,5/18/17,10,2,0,,,,
9725,US,control,19225,Ios,269,2075,5/18/17,4,1,120.4197647,,,,
2014,US,treatment,19236,Other,486,1047,5/18/17,9,2,124.4862486,,,,
6454,CN,treatment,19238,Web,346,1774,5/18/17,2,0,0,,,,
6266,US,treatment,19240,Other,458,2681,5/18/17,6,1,0,,,,
1863,US,treatment,19248,Web,214,1074,5/18/17,9,3,0,,,,
1276,US,control,19270,Web,344,1200,5/18/17,4,2,0,,,,
7387,US,control,19278,Web,173,2859,5/18/17,8,2,0,,,,
7062,US,control,19289,Android,168,2751,5/18/17,7,3,0,,,,
2296,CA,control,19297,Web,228,1010,5/18/17,6,2,0,,,,
2295,US,control,19313,Android,310,2641,5/18/17,3,2,0,,,,
7933,US,treatment,19316,Ios,370,2792,5/18/17,4,1,0,,,,
9849,CA,control,19317,Other,399,1961,5/18/17,10,1,124.5842155,,,,
3780,GB,control,19324,Other,409,1815,5/18/17,6,0,0,,,,
4868,CA,treatment,19326,Other,500,1953,5/18/17,5,1,0,,,,
4678,US,control,19345,Android,424,2678,5/18/17,8,0,0,,,,
3579,CA,control,19353,Ios,108,2910,5/18/17,3,0,0,,,,
6054,US,treatment,19369,Other,162,2087,5/18/17,2,0,0,,,,
2809,US,control,19379,Web,429,2786,5/18/17,8,4,0,,,,
2156,GB,control,19398,Other,349,2735,5/18/17,8,2,138.6456279,,,,
1804,GB,control,19416,Web,483,1980,5/18/17,8,0,0,,,,
9421,US,control,19422,Android,194,1791,5/18/17,7,2,0,,,,
4674,CA,control,19428,Ios,233,2209,5/18/17,3,0,0,,,,
2830,GB,control,19429,Ios,305,1074,5/18/17,6,2,0,,,,
4973,US,control,19433,Ios,118,2607,5/18/17,8,0,0,,,,
9056,US,treatment,19434,Web,461,2137,5/18/17,8,0,0,,,,
6694,CA,control,19456,Web,162,2227,5/18/17,9,2,87.11146643,,,,
5271,CN,control,19472,Android,404,2450,5/18/17,4,1,0,,,,
8951,CN,treatment,19489,Web,208,2459,5/18/17,6,3,113.9043874,,,,
6369,CN,control,19498,Web,295,1097,5/18/17,8,1,0,,,,
2934,US,control,19499,Ios,400,2100,5/18/17,6,2,0,,,,
4226,CN,control,19500,Other,201,2418,5/18/17,8,2,0,,,,
6274,US,control,19503,Other,500,2224,5/18/17,7,1,80.63759393,,,,
2426,CA,control,19525,Other,468,1525,5/18/17,2,0,0,,,,
3027,CN,treatment,19535,Android,382,1275,5/18/17,5,0,0,,,,
2852,US,control,19546,Web,145,2420,5/18/17,3,0,0,,,,
9124,CA,treatment,19565,Android,305,1265,5/18/17,5,1,0,,,,
1707,US,treatment,19586,Android,172,1968,5/18/17,6,2,0,,,,
2802,US,treatment,19598,Web,187,2898,5/18/17,5,0,0,,,,
5041,GB,treatment,19600,Other,162,2097,5/18/17,6,1,0,,,,
8593,CN,control,19628,Web,159,1735,5/18/17,7,1,0,,,,
3671,CA,treatment,19638,Ios,256,2430,5/18/17,5,1,0,,,,
7688,CA,treatment,19658,Web,108,2521,5/18/17,6,2,83.69812543,,,,
7619,GB,control,19661,Ios,452,2466,5/18/17,4,0,0,,,,
8737,GB,treatment,19666,Ios,458,2917,5/18/17,5,1,0,,,,
9930,CA,treatment,19677,Web,122,1290,5/18/17,3,1,0,,,,
6000,US,treatment,19684,Web,403,2513,5/18/17,7,1,0,,,,
3235,GB,control,19685,Web,320,1495,5/18/17,6,3,0,,,,
2840,CA,control,19686,Android,488,2473,5/18/17,6,2,98.9528644,,,,
6904,US,treatment,19704,Other,500,2505,5/18/17,10,2,0,,,,
4149,US,treatment,19717,Android,334,1139,5/18/17,10,1,0,,,,
2800,GB,control,19718,Android,265,2577,5/18/17,8,2,141.8609319,,,,
8150,CA,treatment,19732,Web,140,1166,5/18/17,10,1,0,,,,
7473,GB,control,19738,Other,136,1211,5/18/17,3,2,0,,,,
2904,US,control,19740,Ios,255,1136,5/18/17,4,1,0,,,,
6051,US,control,19752,Android,345,2575,5/18/17,4,2,0,,,,
5190,CN,treatment,19780,Web,370,1762,5/18/17,4,0,0,,,,
9559,CA,treatment,19783,Android,430,1461,5/18/17,9,1,0,,,,
5990,GB,control,19820,Android,207,2318,5/18/17,10,4,107.574126,,,,
9251,GB,control,19872,Web,208,1912,5/18/17,6,2,0,,,,
3656,CA,control,19881,Android,258,1490,5/18/17,4,1,0,,,,
3831,CN,control,19883,Android,469,1879,5/18/17,8,2,93.39555005,,,,
1307,CN,treatment,19890,Android,350,1263,5/18/17,4,0,0,,,,
3506,CN,treatment,19909,Other,266,2463,5/18/17,5,1,113.4539248,,,,
1671,CA,treatment,19913,Android,127,2246,5/18/17,6,1,0,,,,
5771,US,treatment,19916,Android,264,1515,5/18/17,4,0,0,,,,
3572,US,control,19932,Ios,417,2140,5/18/17,11,1,0,,,,
3599,US,control,19933,Other,377,2407,5/18/17,6,3,0,,,,
2386,CN,control,19935,Android,415,1871,5/18/17,9,1,152.2644897,,,,
3411,GB,control,19958,Other,228,1865,5/18/17,10,2,95.48356137,,,,
2586,CA,treatment,19982,Android,185,1444,5/18/17,3,0,0,,,,
8856,CA,treatment,19985,Ios,286,2411,5/18/17,4,1,0,,,,
7399,GB,control,19994,Other,460,2727,5/18/17,6,1,0,,,,
5995,CA,treatment,19998,Android,249,1375,5/18/17,3,1,123.3031493,,,,
9515,US,treatment,5007,Other,197,2062,5/19/17,6,2,0,,,,
1786,US,treatment,5015,Android,221,2547,5/19/17,3,1,0,,,,
8520,GB,treatment,5021,Android,228,2102,5/19/17,10,1,0,,,,
8731,GB,treatment,5025,Android,335,1325,5/19/17,2,0,0,,,,
5764,CN,treatment,5031,Android,106,1967,5/19/17,7,2,0,,,,
6666,CA,control,5054,Android,189,2679,5/19/17,7,2,0,,,,
8469,US,treatment,5060,Web,114,1994,5/19/17,4,0,0,,,,
7176,CA,control,5074,Ios,137,1532,5/19/17,4,3,0,,,,
5140,US,control,5082,Web,340,1208,5/19/17,6,1,0,,,,
3648,CN,treatment,5083,Other,380,2676,5/19/17,5,1,98.76240924,,,,
3570,CN,control,5091,Ios,291,1322,5/19/17,9,1,0,,,,
5022,GB,treatment,5103,Web,257,2606,5/19/17,3,1,0,,,,
5360,CN,treatment,5113,Other,201,1026,5/19/17,9,2,0,,,,
7901,US,control,5116,Android,458,2594,5/19/17,4,0,0,,,,
4997,US,treatment,5132,Ios,466,2182,5/19/17,3,0,0,,,,
7916,CN,control,5133,Android,345,2163,5/19/17,8,1,0,,,,
6008,CN,control,5140,Web,149,2950,5/19/17,3,0,0,,,,
5328,CN,control,5145,Ios,415,1473,5/19/17,3,1,0,,,,
NA,GB,control,5150,Other,210,2113,5/19/17,8,2,0,,,,
8573,US,treatment,5168,Other,445,1575,5/19/17,6,2,95.98017335,,,,
8613,CN,control,5182,Ios,311,2142,5/19/17,3,0,0,,,,
6425,US,control,5187,Android,479,2965,5/19/17,4,0,0,,,,
3230,US,control,5192,Ios,204,2303,5/19/17,8,1,0,,,,
2466,CA,control,5195,Other,383,1122,5/19/17,4,2,0,,,,
5124,US,control,5209,Other,498,2433,5/19/17,5,1,0,,,,
8976,CA,control,5220,Web,351,2172,5/19/17,8,2,0,,,,
NA,US,control,5228,Android,222,2818,5/19/17,7,4,0,,,,
6644,GB,treatment,5235,Android,379,1851,5/19/17,3,0,0,,,,
1170,GB,treatment,5239,Web,285,1215,5/19/17,3,0,0,,,,
6350,US,treatment,5242,Web,199,1851,5/19/17,3,0,0,,,,
7284,US,treatment,5244,Android,356,2832,5/19/17,6,1,0,,,,
3946,GB,control,5251,Ios,180,1246,5/19/17,3,0,0,,,,
6532,US,control,5254,Web,259,2852,5/19/17,3,0,0,,,,
6347,US,control,5268,Other,410,2681,5/19/17,2,0,0,,,,
1146,CN,treatment,5272,Other,322,2292,5/19/17,10,3,100.5697669,,,,
6009,US,treatment,5273,Ios,329,1144,5/19/17,2,1,0,,,,
8777,US,control,5297,Android,473,2249,5/19/17,9,1,0,,,,
1477,CA,control,5312,Ios,448,1544,5/19/17,6,2,0,,,,
3588,CN,treatment,5314,Other,200,1037,5/19/17,7,0,0,,,,
8648,CN,treatment,5323,Web,243,1213,5/19/17,5,0,0,,,,
3900,US,control,5337,Android,183,2623,5/19/17,3,0,0,,,,
5182,CN,treatment,5339,Other,459,2299,5/19/17,4,1,0,,,,
8200,GB,treatment,5342,Web,354,2429,5/19/17,5,2,0,,,,
3485,GB,treatment,5362,Ios,173,1522,5/19/17,1,0,0,,,,
2343,CN,treatment,5367,Android,422,1987,5/19/17,2,1,119.7925214,,,,
7520,GB,treatment,5369,Other,267,1836,5/19/17,6,0,0,,,,
6658,CN,control,5375,Ios,245,2790,5/19/17,4,2,0,,,,
4602,US,control,5380,Ios,496,1916,5/19/17,6,0,0,,,,
NA,GB,control,5397,Android,464,1587,5/19/17,1,0,0,,,,
9138,CA,treatment,5398,Ios,126,2151,5/19/17,6,1,0,,,,
6856,US,control,5410,Web,315,1693,5/19/17,4,0,0,,,,
8760,GB,control,5418,Ios,114,1636,5/19/17,7,2,0,,,,
6840,GB,treatment,5427,Ios,284,2678,5/19/17,7,2,0,,,,
8018,US,treatment,5432,Ios,181,1243,5/19/17,1,0,0,,,,
6256,GB,treatment,5433,Android,289,2904,5/19/17,8,2,0,,,,
6804,GB,treatment,5441,Android,129,2624,5/19/17,4,1,0,,,,
6916,GB,treatment,5450,Other,110,1391,5/19/17,3,0,0,,,,
4239,CN,treatment,5455,Web,458,2064,5/19/17,2,0,0,,,,
5783,US,control,5478,Ios,320,2347,5/19/17,6,1,0,,,,
3745,US,treatment,5486,Android,479,1775,5/19/17,3,0,0,,,,
1129,US,treatment,5491,Web,468,1839,5/19/17,4,0,0,,,,
8915,US,treatment,5500,Other,127,2377,5/19/17,8,0,0,,,,
9547,GB,control,5508,Ios,471,2607,5/19/17,3,1,0,,,,
4260,US,control,5511,Web,195,1669,5/19/17,7,3,0,,,,
1632,US,control,5515,Web,167,1932,5/19/17,4,0,0,,,,
1254,US,control,5519,Web,101,2809,5/19/17,4,1,0,,,,
7638,US,treatment,5520,Ios,280,1004,5/19/17,5,0,0,,,,
5635,GB,treatment,5522,Other,234,2928,5/19/17,6,0,0,,,,
3213,US,control,5548,Android,107,1795,5/19/17,2,0,0,,,,
3172,CA,control,5552,Web,147,2627,5/19/17,8,2,0,,,,
8847,CN,treatment,5553,Web,391,2502,5/19/17,3,0,0,,,,
7812,GB,control,5563,Web,362,2513,5/19/17,2,0,0,,,,
4000,GB,control,5569,Other,232,2031,5/19/17,4,1,0,,,,
2104,CA,treatment,5571,Web,198,1387,5/19/17,5,0,0,,,,
3055,CN,treatment,5574,Other,493,2793,5/19/17,4,1,0,,,,
